Stop_ID	X_FRT	X_DRT
0	1	1
7	1	1
9	1	1
5	1	1
98	1	1
100	1	1
99	1	1
116	1	1
67	0	0
65	0	0
11	0	0
66	0	0
117	1	1
115	1	1
50	1	1
52	1	1
51	1	1
53	1	1
23	0	0
95	0	0
96	0	0
18	0	0
33	1	1
34	1	1
24	1	1
77	1	1
35	1	1
145	1	1
144	1	1
162	1	1
153	1	1
69	1	1
161	1	1
158	1	0
155	1	0
160	1	0
154	1	0
70	1	1
157	1	1
156	1	1
159	1	1
147	1	1
146	1	1
152	1	1
148	1	1
151	1	1
27	1	1
103	1	1
169	1	1
0	1	1
