Stop_ID	X_FRT	X_DRT
0	1	1
7	1	1
6	1	1
97	1	1
5	1	1
98	1	1
100	1	1
81	1	1
173	1	1
174	1	1
171	1	1
170	1	1
172	1	1
149	1	1
150	1	1
145	1	1
144	1	1
162	1	1
153	1	1
69	1	1
12	1	1
161	1	0
158	1	0
155	1	0
160	1	0
154	1	0
70	1	1
157	1	1
156	1	1
159	1	1
147	1	1
17	1	1
16	1	1
80	1	1
167	1	1
168	1	1
166	1	1
4	1	1
30	1	1
103	1	1
169	1	1
0	1	1
